año_mes,tva,tipo_costo,valor_costo
2023-08-01,camion_cleas_si,cm_hs_mec,65535.0
2023-09-01,camion_cleas_si,cm_hs_mec,65535.0
2023-10-01,camion_cleas_si,cm_hs_mec,7000.0
2023-11-01,camion_cleas_si,cm_hs_mec,65535.0
2023-12-01,camion_cleas_si,cm_hs_mec,
2024-01-01,camion_cleas_si,cm_hs_mec,
2024-02-01,camion_cleas_si,cm_hs_mec,65535.0
2024-03-01,camion_cleas_si,cm_hs_mec,65535.0
2024-04-01,camion_cleas_si,cm_hs_mec,65535.0
2024-05-01,camion_cleas_si,cm_hs_mec,65535.0
2024-06-01,camion_cleas_si,cm_hs_mec,
2024-07-01,camion_cleas_si,cm_hs_mec,65535.0
2024-08-01,camion_cleas_si,cm_hs_mec,65535.0
2024-09-01,camion_cleas_si,cm_hs_mec,65535.0
2024-10-01,camion_cleas_si,cm_hs_mec,15000.0
2024-11-01,camion_cleas_si,cm_hs_mec,65535.0
2024-12-01,camion_cleas_si,cm_hs_mec,18000.0
2025-01-01,camion_cleas_si,cm_hs_mec,65535.0
2025-02-01,camion_cleas_si,cm_hs_mec,50000.0
2025-03-01,camion_cleas_si,cm_hs_mec,32666.67
2025-04-01,camion_cleas_si,cm_hs_mec,65535.0
2025-05-01,camion_cleas_si,cm_hs_mec,20000.0
2025-06-01,camion_cleas_si,cm_hs_mec,30000.0
2025-07-01,camion_cleas_si,cm_hs_mec,65535.0
2023-01-01,camion_cleas_no,cm_hs_mec,6077.36
2023-02-01,camion_cleas_no,cm_hs_mec,7319.17
2023-03-01,camion_cleas_no,cm_hs_mec,6590.56
2023-04-01,camion_cleas_no,cm_hs_mec,9047.4
2023-05-01,camion_cleas_no,cm_hs_mec,10522.17
2023-06-01,camion_cleas_no,cm_hs_mec,9381.43
2023-07-01,camion_cleas_no,cm_hs_mec,9714.63
2023-08-01,camion_cleas_no,cm_hs_mec,13038.06
2023-09-01,camion_cleas_no,cm_hs_mec,11215.03
2023-10-01,camion_cleas_no,cm_hs_mec,11634.3
2023-11-01,camion_cleas_no,cm_hs_mec,20024.42
2023-12-01,camion_cleas_no,cm_hs_mec,24801.39
2024-01-01,camion_cleas_no,cm_hs_mec,21873.93
2024-02-01,camion_cleas_no,cm_hs_mec,33125.3
2024-03-01,camion_cleas_no,cm_hs_mec,29368.29
2024-04-01,camion_cleas_no,cm_hs_mec,25975.57
2024-05-01,camion_cleas_no,cm_hs_mec,35762.97
2024-06-01,camion_cleas_no,cm_hs_mec,31615.51
2024-07-01,camion_cleas_no,cm_hs_mec,33219.23
2024-08-01,camion_cleas_no,cm_hs_mec,40220.1
2024-09-01,camion_cleas_no,cm_hs_mec,37004.01
2024-10-01,camion_cleas_no,cm_hs_mec,44103.37
2024-11-01,camion_cleas_no,cm_hs_mec,35468.2
2024-12-01,camion_cleas_no,cm_hs_mec,42966.25
2025-01-01,camion_cleas_no,cm_hs_mec,46497.31
2025-02-01,camion_cleas_no,cm_hs_mec,43729.28
2025-03-01,camion_cleas_no,cm_hs_mec,55898.02
2025-04-01,camion_cleas_no,cm_hs_mec,46599.25
2025-05-01,camion_cleas_no,cm_hs_mec,48004.77
2025-06-01,camion_cleas_no,cm_hs_mec,53486.79
2025-07-01,camion_cleas_no,cm_hs_mec,63469.05
2023-01-01,auto_cleas_si,cm_hs_pint,2774.59
2023-02-01,auto_cleas_si,cm_hs_pint,3036.08
2023-03-01,auto_cleas_si,cm_hs_pint,3065.89
2023-04-01,auto_cleas_si,cm_hs_pint,3318.37
