nro_siniestro_gw,año_mes_fecha_pago,segmento,cobertura_principal,monto_transaccion,ipc_x_fecha_de_pago,pago_ipc,usd_blue_fp,pago_usd,marca_vehiculo,modelo_vehiculo,provincia,tv
4-3178327,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),617376,1.51,933946,1340,460,CHEVROLET,ONIX,SANTA FE,Autos particulares
4-3176519,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),343368,1.46,502019,1243,276,FORD,FOCUS,SANTA FE,Autos particulares
4-3179557,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),150000,1.42,213558,1201,124,FORD,KA,SANTA FE,Autos particulares
4-3181738,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),419116,1.42,596704,1201,348,FORD,FIESTA,SANTA FE,Autos particulares
4-3190922,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),470900,1.46,688476,1243,378,CHEVROLET,CRUZE,SANTA FE,Autos particulares
4-3191693,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),476900,1.46,697248,1243,383,CHEVROLET,CRUZE,SANTA FE,Autos particulares
4-3191011,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),611570,1.46,894142,1243,491,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3192106,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),323000,1.51,488623,1340,240,TOYOTA,ETIOS,SANTA FE,Autos particulares
4-3199450,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),484297,1.42,689504,1201,403,CHEVROLET,ONIX,SANTA FE,Autos particulares
4-3187992,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),528457,1.46,772627,1243,425,CHEVROLET,CRUZE,SANTA FE,Autos particulares
4-3200395,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),918630,1.42,1307872,1201,764,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3199798,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),120161,1.39,167023,1124,106,RENAULT,CLIO,SANTA FE,Autos particulares
4-3188431,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),184545,1.46,269813,1243,148,RENAULT,SANDERO,SANTA FE,Autos particulares
4-3188976,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),162000,1.46,236851,1243,130,PEUGEOT,HOGGAR,SANTA FE,Autos particulares
4-3199276,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),655000,1.42,932537,1201,545,FORD,RANGER,SANTA FE,Autos particulares
4-3105261,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),459676,1.79,821002,1004,457,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3187638,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),405984,1.46,593566,1243,326,RENAULT,FLUENCE,SANTA FE,Autos particulares
4-3194509,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),499792,1.42,711564,1201,416,HONDA,HRV,SANTA FE,Autos particulares
4-3202897,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),528998,1.42,753145,1201,440,FIAT,ARGO,SANTA FE,Autos particulares
4-3203407,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),127685,1.42,181789,1201,106,FORD,FIESTA,SANTA FE,Autos particulares
4-3193924,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),141322,1.46,206618,1243,113,FIAT,UNO,SANTA FE,Autos particulares
4-3195551,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),161157,1.46,235618,1243,129,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3185621,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),507735,1.51,768084,1340,378,FORD,RANGER,SANTA FE,Autos particulares
4-3185431,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),297520,1.46,434988,1243,239,TOYOTA,COROLLA,SANTA FE,Autos particulares
4-3186899,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),167203,1.46,244458,1243,134,VOLKSWAGEN,POLO,SANTA FE,Autos particulares
4-3197136,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),167685,1.46,245164,1243,134,RENAULT,KANGOO,SANTA FE,Autos particulares
4-3197519,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),519256,1.42,739276,1201,432,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3176992,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),251963,1.51,381160,1340,187,FIAT,MOBI,SANTA FE,Autos particulares
4-3197171,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),160809,1.39,223523,1124,143,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3186114,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1144934,1.51,1732017,1340,853,FORD,RANGER,SANTA FE,Autos particulares
4-3197349,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),479900,1.46,701634,1243,385,CHEVROLET,CRUZE,SANTA FE,Autos particulares
4-3205781,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),103825,1.39,144315,1124,92,RENAULT,CLIO,SANTA FE,Autos particulares
4-3205873,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),192561,1.42,274154,1201,160,PEUGEOT,206,SANTA FE,Autos particulares
4-3205277,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),123140,1.46,180036,1243,99,FIAT,PALIO,SANTA FE,Autos particulares
4-3205003,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),471483,1.42,671260,1201,392,VOLKSWAGEN,SURAN,SANTA FE,Autos particulares
4-3207003,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),169421,1.39,235494,1124,150,CHEVROLET,ZAFIRA,SANTA FE,Autos particulares
4-3207519,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),350000,1.42,498302,1201,291,RENAULT,SANDERO,SANTA FE,Autos particulares
4-3207120,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),402892,1.42,573606,1201,335,VOLKSWAGEN,UP,SANTA FE,Autos particulares
4-3206053,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),194214,1.42,276507,1201,161,TOYOTA,ETIOS,SANTA FE,Autos particulares
4-3114725,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),356000,2.16,768172,1081,329,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3211760,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),351404,1.39,488450,1124,312,FIAT,CRONOS,SANTA FE,Autos particulares
4-3345347,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),204000,1.11,226368,1406,144,RENAULT,SANDERO,SANTA FE,Autos particulares
4-3209020,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171450,1.39,238314,1124,152,RENAULT,KWID,SANTA FE,Autos particulares
4-3209236,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),326081,1.39,453250,1124,290,FIAT,PUNTO,SANTA FE,Autos particulares
4-3211903,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),212231,1.42,302158,1201,176,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3149030,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171900,1.71,294712,1119,153,TOYOTA,ETIOS,SANTA FE,Autos particulares
4-3143251,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),164000,1.71,281168,1119,146,RENAULT,KANGOO,SANTA FE,Autos particulares
4-3210715,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),356776,1.39,495915,1124,317,FIAT,TORO,SANTA FE,Autos particulares
4-3148965,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),300000,1.71,514332,1119,267,TOYOTA,COROLLA,SANTA FE,Autos particulares
4-3111464,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),212396,2.44,518990,1141,186,PEUGEOT,206,SANTA FE,Autos particulares
4-3135272,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1061687,1.79,1896217,1004,1056,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3211603,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),191735,1.39,266510,1124,170,FORD,KA,SANTA FE,Autos particulares
4-3213133,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),652320,1.39,906719,1124,580,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3214395,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),378677,1.39,526359,1124,336,FORD,RANGER,SANTA FE,Autos particulares
4-3221400,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),151239,1.35,204687,1105,136,FORD,KA,SANTA FE,Autos particulares
4-3213452,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),159504,1.39,221709,1124,141,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3214589,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),254105,1.39,353203,1124,226,VOLKSWAGEN,SAVEIRO,SANTA FE,Autos particulares
4-3173248,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),737500,1.42,1049994,1201,614,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3212783,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),330000,1.39,458697,1124,293,CHEVROLET,PICK-UP S-10,SANTA FE,Autos particulares
4-3266317,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),710000,1.21,861121,1263,561,FORD,RANGER,SANTA FE,Autos particulares
4-3222950,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),156198,1.39,217114,1124,138,FIAT,PALIO,SANTA FE,Autos particulares
4-3225343,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),131000,1.32,173459,1216,107,FORD,KA,SANTA FE,Autos particulares
4-3225457,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),628578,1.39,873719,1124,559,FIAT,PALIO,SANTA FE,Autos particulares
4-3221870,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),244380,1.39,339686,1124,217,CITROEN,C 4,SANTA FE,Autos particulares
4-3223010,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),529782,1.35,717004,1105,479,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3223185,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),201535,1.32,266856,1216,165,FORD,KA,SANTA FE,Autos particulares
4-3265722,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),142000,1.29,183615,1212,117,RENAULT,CLIO,SANTA FE,Autos particulares
4-3219015,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),535537,1.35,724793,1105,484,NISSAN,PICK-UP,SANTA FE,Autos particulares
4-3220554,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),178724,1.39,248424,1124,159,FORD,FIESTA,SANTA FE,Autos particulares
4-3216099,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),184297,1.39,256172,1124,163,FIAT,FIORINO,SANTA FE,Autos particulares
4-3216283,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),187520,1.35,253789,1105,169,FORD,KA,SANTA FE,Autos particulares
4-3222487,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),338842,1.35,458588,1105,306,VOLKSWAGEN,GOL,SANTA FE,Autos particulares
4-3227974,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),141000,1.35,190828,1105,127,FORD,KA,SANTA FE,Autos particulares
4-3237067,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),206611,1.32,273578,1216,169,FORD,FIESTA,SANTA FE,Autos particulares
4-3229528,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),197665,1.32,261731,1216,162,CHERY,QQ,SANTA FE,Autos particulares
4-3232306,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),418192,1.32,553735,1216,343,CHEVROLET,CRUZE,SANTA FE,Autos particulares
4-3240103,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),119421,1.32,158128,1216,98,FORD,KA,SANTA FE,Autos particulares
4-3278269,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),300000,1.25,373972,1251,239,TOYOTA,COROLLA,SANTA FE,Autos particulares
4-3248492,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),361807,1.21,438816,1263,286,TOYOTA,HILUX,SANTA FE,Autos particulares
4-3238047,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),199586,1.35,270119,1105,180,FORD,KA,SANTA FE,Autos particulares
4-3238018,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),342148,1.32,453045,1216,281,CHEVROLET,TRACKER,SANTA FE,Autos particulares
4-3230992,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),685950,1.39,953465,1124,610,MERCEDES BENZ,VITO,SANTA FE,Autos particulares
4-3242372,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),122396,1.32,162067,1216,100,RENAULT,CLIO,SANTA FE,Autos particulares
4-3239549,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),138158,1.32,182938,1216,113,PEUGEOT,207,SANTA FE,Autos particulares
4-3231227,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),231404,1.39,321651,1124,205,FORD,FIESTA,SANTA FE,Autos particulares
4-3239098,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),137190,1.35,185672,1105,124,RENAULT,KANGOO,SANTA FE,Autos particulares
4-3240389,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),119421,1.29,154420,1212,98,FORD,FIESTA,SANTA FE,Autos particulares
4-3232977,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),231404,1.35,313182,1105,209,FORD,FIESTA,SANTA FE,Autos particulares
4-3242731,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),356198,1.32,471648,1216,292,TOYOTA,COROLLA,SANTA FE,Autos particulares
4-3242780,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),453435,1.32,600401,1216,372,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3248789,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),200835,1.25,250355,1251,160,FORD,ECO SPORT,SANTA FE,Autos particulares
4-3250491,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),336633,1.29,435287,1212,277,RENAULT,DUSTER,SANTA FE,Autos particulares
4-3251432,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),179752,1.29,232430,1212,148,RENAULT,CLIO,SANTA FE,Autos particulares
4-3250246,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1136000,1.25,1416108,1251,907,FORD,RANGER,SANTA FE,Autos particulares
4-3247610,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),150000,1.32,198617,1216,123,FORD,FIESTA,SANTA FE,Autos particulares
4-3246877,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),117150,1.32,155120,1216,96,RENAULT,KWID,SANTA FE,Autos particulares
4-3247671,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),203678,1.29,263368,1212,167,FORD,KA,SANTA FE,Autos particulares
4-3243265,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),379999,1.32,503163,1216,312,FORD,MAVERICK,SANTA FE,Autos particulares
4-3249855,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),402479,1.29,520431,1212,331,FORD,RANGER,SANTA FE,Autos particulares
4-3252541,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),252066,1.29,325937,1212,207,TOYOTA,COROLLA,SANTA FE,Autos particulares
4-3122781,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),196000,1.79,350064,1004,195,PEUGEOT,PARTNER,SANTA FE,Autos particulares
4-3124096,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),190082,1.94,369479,1001,189,PEUGEOT,PARTNER,SANTA FE,Autos particulares
4-3304509,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),135417,1.19,161811,1162,116,FORD,FIESTA,SANTA FE,Autos particulares
4-3123908,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),166938,1.79,298158,1004,166,FORD,FIESTA,SANTA FE,Autos particulares
4-3255746,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),127399,1.25,158812,1251,101,CHEVROLET,CORSA,SANTA FE,Autos particulares
4-3165749,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),219834,1.58,346433,1416,155,RENAULT,LOGAN,SANTA FE,Autos particulares
4-3128858,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),165289,1.94,321286,1001,165,RENAULT,CLIO,SANTA FE,Autos particulares
4-3153354,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171349,1.64,280910,1278,134,FORD,KA,SANTA FE,Autos particulares
4-3124886,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),178512,2.16,385192,1081,165,FORD,FIESTA,SANTA FE,Autos particulares
4-3158827,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),341640,1.64,560086,1278,267,PEUGEOT,308,SANTA FE,Autos particulares
4-3257132,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),144000,1.25,179506,1251,115,FORD,FIESTA,SANTA FE,Autos particulares
4-3158208,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),185950,1.64,304847,1278,145,FORD,FIESTA,SANTA FE,Autos particulares
4-3167950,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),345000,1.58,543679,1416,243,CHEVROLET,PRISMA,SANTA FE,Autos particulares
4-3257102,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1698560,1.21,2060093,1263,1343,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3156342,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),223140,1.71,382561,1119,199,PEUGEOT,PARTNER,SANTA FE,Autos particulares
4-3156869,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),158760,1.64,260271,1278,124,FORD,FOCUS,SANTA FE,Autos particulares
4-3260285,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),102220,1.29,132176,1212,84,RENAULT,KANGOO,SANTA FE,Autos particulares
4-3260114,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),185000,1.25,230616,1251,147,RENAULT,SANDERO,SANTA FE,Autos particulares
4-3259936,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),364462,1.25,454330,1251,291,FORD,ECO SPORT,SANTA FE,Autos particulares
4-3259968,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140000,1.25,174520,1251,111,FORD,FIESTA,SANTA FE,Autos particulares
4-3266765,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),135537,1.25,168957,1251,108,FORD,FIESTA,SANTA FE,Autos particulares
4-3271257,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),145550,1.25,181439,1251,116,FORD,KA,SANTA FE,Autos particulares
4-3269329,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),285123,1.29,368683,1212,235,PEUGEOT,PARTNER,SANTA FE,Autos particulares
4-3279244,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),334710,1.25,417241,1251,267,TOYOTA,COROLLA,SANTA FE,Autos particulares
4-3283731,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),417322,1.21,506147,1263,330,FORD,FOCUS,SANTA FE,Autos particulares
4-3276596,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),146280,1.19,174792,1162,125,FORD,FIESTA,SANTA FE,Autos particulares
4-3276277,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),460000,1.21,557909,1263,363,PEUGEOT,2008,SANTA FE,Autos particulares
4-3275713,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171400,1.21,207882,1263,135,PEUGEOT,PARTNER,SANTA FE,Autos particulares
4-3274281,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),206611,1.25,257556,1251,165,FORD,FIESTA,SANTA FE,Autos particulares
4-3273985,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),178016,1.21,215906,1263,140,RENAULT,KWID,SANTA FE,Autos particulares
4-3294320,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),410050,1.19,489972,1162,352,CITROEN,C 4,SANTA FE,Autos particulares
4-3290494,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1270661,1.19,1518326,1162,1093,CHRYSLER,JEEP RENEGADE,SANTA FE,Autos particulares
4-3282077,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),400625,1.19,478711,1162,344,PEUGEOT,BOXER,SANTA FE,Autos particulares
4-3281964,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),158676,1.21,192450,1263,125,CITROEN,BERLINGO,SANTA FE,Autos particulares
4-3287410,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),299586,1.21,363353,1263,237,RENAULT,KANGOO,SANTA FE,Autos particulares
4-3296703,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),149990,1.19,179224,1162,129,PEUGEOT,206,SANTA FE,Autos particulares
4-3301248,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),206021,1.13,233357,1329,155,PEUGEOT,208,SANTA FE,Autos particulares
4-3303834,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),152892,1.18,179782,1181,129,FORD,KA,SANTA FE,Autos particulares
4-3302267,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),131404,1.18,154514,1181,111,FORD,FIESTA,SANTA FE,Autos particulares
4-3302552,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),885854,1.19,1058516,1162,762,TOYOTA,SW4,SANTA FE,Autos particulares
4-3305826,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),198347,1.18,233231,1181,167,RENAULT,CLIO,SANTA FE,Autos particulares
4-3302704,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),359256,1.18,422439,1181,303,FORD,RANGER,SANTA FE,Autos particulares
4-3295385,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),597520,1.18,702608,1181,505,CHEVROLET,PICK-UP S-10,SANTA FE,Autos particulares
4-3294712,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),130596,1.19,156050,1162,112,CHERY,QQ,SANTA FE,Autos particulares
4-3312625,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),197520,1.18,232259,1181,167,FORD,FIESTA,SANTA FE,Autos particulares
4-3312661,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),201652,1.15,232693,1282,157,FORD,FIESTA,SANTA FE,Autos particulares
4-3320901,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1056780,1.15,1219449,1282,823,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
4-3316704,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),136942,1.15,158021,1282,106,FORD,KA,SANTA FE,Autos particulares
4-3316979,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),859848,1.15,992204,1282,670,VOLKSWAGEN,AMAROK,SANTA FE,Autos particulares
