fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc,var_precio_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom,var_instal_prom_%
2025-08-01,DODGE/CHRYSLER,Rosario,Aleta/Ventilete,190924,190924,143,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,FIAT,Rosario,Aleta/Ventilete,26668,69390,27,18531,48217,19,2.6,,,-,-,,-
2024-02-01,FIAT,Rosario,Aleta/Ventilete,28002,53344,25,20199,38479,18,1.91,0.050022498875056165,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,FIAT,Rosario,Aleta/Ventilete,29402,50456,29,22219,38129,22,1.72,0.04999642882651245,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,FIAT,Rosario,Aleta/Ventilete,31077,47038,27,24218,36657,21,1.51,0.05696891367934165,-0.12209302325581395,-12.21%,5.7%,0.0899680453665781,9.0%
2024-07-01,FIAT,Rosario,Aleta/Ventilete,32378,45047,22,25914,36053,18,1.39,0.041863757762975906,-0.07947019867549676,-7.95%,4.19%,0.07003055578495343,7.0%
2024-10-01,FIAT,Rosario,Aleta/Ventilete,32065,40304,26,29023,36481,24,1.26,-0.009667057878806617,-0.09352517985611508,-9.35%,-0.97%,0.11997375935787602,12.0%
2025-01-01,FIAT,Rosario,Aleta/Ventilete,36372,42519,29,29023,33929,23,1.17,0.13432091065024165,-0.07142857142857151,-7.14%,13.43%,0.0,0.0%
2025-04-01,FIAT,Rosario,Aleta/Ventilete,37231,39866,29,31635,33874,25,1.07,0.02361706807434283,-0.08547008547008539,-8.55%,2.36%,0.08999758811976699,9.0%
2025-08-01,FIAT,Rosario,Aleta/Ventilete,37015,37015,27,31635,31635,23,1.0,-0.005801616932126441,-0.06542056074766356,-6.54%,-0.58%,0.0,0.0%
2023-12-01,FORD,Rosario,Aleta/Ventilete,32434,84392,33,18531,48217,19,2.6,,,-,-,,-
2024-02-01,FORD,Rosario,Aleta/Ventilete,34055,64877,31,20199,38479,18,1.91,0.049978417709810596,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,FORD,Rosario,Aleta/Ventilete,38080,65350,38,22219,38129,22,1.72,0.11819116135662888,-0.09947643979057585,-9.95%,11.82%,0.10000495074013571,10.0%
2024-05-01,FORD,Rosario,Aleta/Ventilete,39984,60521,35,24218,36657,21,1.51,0.050000000000000044,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,FORD,Rosario,Aleta/Ventilete,41184,57299,29,25914,36053,18,1.39,0.03001200480192079,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,FORD,Rosario,Aleta/Ventilete,41184,51766,34,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,FORD,Rosario,Aleta/Ventilete,43547,50907,35,29023,33929,23,1.17,0.057376651126651135,-0.07142857142857151,-7.14%,5.74%,0.0,0.0%
2025-04-01,FORD,Rosario,Aleta/Ventilete,42537,45547,33,31635,33874,25,1.07,-0.023193331343146495,-0.08547008547008539,-8.55%,-2.32%,0.08999758811976699,9.0%
2025-08-01,FORD,Rosario,Aleta/Ventilete,42537,42537,32,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,HONDA,Rosario,Aleta/Ventilete,114918,299013,119,18531,48217,19,2.6,,,-,-,,-
2024-02-01,HONDA,Rosario,Aleta/Ventilete,120664,229868,111,20199,38479,18,1.91,0.050000870185697543,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,HONDA,Rosario,Aleta/Ventilete,126697,217423,126,22219,38129,22,1.72,0.049998342504806725,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,HONDA,Rosario,Aleta/Ventilete,133032,201359,118,24218,36657,21,1.51,0.05000118392700692,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,HONDA,Rosario,Aleta/Ventilete,137023,190638,96,25914,36053,18,1.39,0.03000030067953574,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,HONDA,Rosario,Aleta/Ventilete,137023,172230,114,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,HONDA,Rosario,Aleta/Ventilete,137023,160181,112,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,HONDA,Rosario,Aleta/Ventilete,141133,151122,111,31635,33874,25,1.07,0.029994964349050912,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,HONDA,Rosario,Aleta/Ventilete,141133,141133,106,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,HYUNDAI,Rosario,Aleta/Ventilete,56102,145978,58,18531,48217,19,2.6,,,-,-,,-
2024-02-01,HYUNDAI,Rosario,Aleta/Ventilete,58908,112221,54,20199,38479,18,1.91,0.05001604220883382,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,HYUNDAI,Rosario,Aleta/Ventilete,61853,106146,61,22219,38129,22,1.72,0.049993209750797796,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,HYUNDAI,Rosario,Aleta/Ventilete,64946,98303,58,24218,36657,21,1.51,0.0500056585775952,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,HYUNDAI,Rosario,Aleta/Ventilete,66894,93069,47,25914,36053,18,1.39,0.02999414898531083,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,HYUNDAI,Rosario,Aleta/Ventilete,66894,84082,55,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,HYUNDAI,Rosario,Aleta/Ventilete,66894,78200,54,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,HYUNDAI,Rosario,Aleta/Ventilete,68901,73777,54,31635,33874,25,1.07,0.03000269082428919,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,HYUNDAI,Rosario,Aleta/Ventilete,68901,68901,51,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,KIA-ASIA,Rosario,Aleta/Ventilete,40284,104819,41,18531,48217,19,2.6,,,-,-,,-
2024-02-01,KIA-ASIA,Rosario,Aleta/Ventilete,42299,80580,39,20199,38479,18,1.91,0.05001985900109229,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,KIA-ASIA,Rosario,Aleta/Ventilete,44414,76218,44,22219,38129,22,1.72,0.05000118206104154,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,KIA-ASIA,Rosario,Aleta/Ventilete,46634,70586,41,24218,36657,21,1.51,0.04998423920385453,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,KIA-ASIA,Rosario,Aleta/Ventilete,48033,66828,33,25914,36053,18,1.39,0.02999957112836138,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,KIA-ASIA,Rosario,Aleta/Ventilete,48033,60375,39,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,KIA-ASIA,Rosario,Aleta/Ventilete,48033,56151,39,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,KIA-ASIA,Rosario,Aleta/Ventilete,49474,52976,39,31635,33874,25,1.07,0.03000020819020266,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,KIA-ASIA,Rosario,Aleta/Ventilete,49474,49474,37,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,34154,88869,35,18531,48217,19,2.6,,,-,-,,-
2024-02-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,35862,68319,33,20199,38479,18,1.91,0.050008783744217356,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,37655,64620,37,22219,38129,22,1.72,0.049997211533099106,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,39538,59846,35,24218,36657,21,1.51,0.05000663922453863,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,40724,56659,28,25914,36053,18,1.39,0.029996459102635376,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,40724,51188,33,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,40724,47607,33,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,41946,44915,33,31635,33874,25,1.07,0.030006875552499812,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,MERCEDES BENZ,Rosario,Aleta/Ventilete,41946,41946,31,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MITSUBISHI,Rosario,Aleta/Ventilete,48313,125711,50,18531,48217,19,2.6,,,-,-,,-
2024-02-01,MITSUBISHI,Rosario,Aleta/Ventilete,50729,96641,46,20199,38479,18,1.91,0.05000724442696591,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,MITSUBISHI,Rosario,Aleta/Ventilete,53266,91409,53,22219,38129,22,1.72,0.05001084192473737,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,MITSUBISHI,Rosario,Aleta/Ventilete,55929,84655,49,24218,36657,21,1.51,0.049994367889460545,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,MITSUBISHI,Rosario,Aleta/Ventilete,57607,80148,40,25914,36053,18,1.39,0.030002324375547618,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,MITSUBISHI,Rosario,Aleta/Ventilete,57607,72409,47,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,MITSUBISHI,Rosario,Aleta/Ventilete,57607,67343,47,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MITSUBISHI,Rosario,Aleta/Ventilete,59335,63534,46,31635,33874,25,1.07,0.029996354609682863,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,MITSUBISHI,Rosario,Aleta/Ventilete,59335,59335,44,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,NISSAN,Rosario,Aleta/Ventilete,36752,95628,38,18531,48217,19,2.6,,,-,-,,-
2024-02-01,NISSAN,Rosario,Aleta/Ventilete,38589,73514,35,20199,38479,18,1.91,0.04998367435785811,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,NISSAN,Rosario,Aleta/Ventilete,40519,69534,40,22219,38129,22,1.72,0.05001425276633231,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,NISSAN,Rosario,Aleta/Ventilete,42545,64397,38,24218,36657,21,1.51,0.05000123398899281,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,NISSAN,Rosario,Aleta/Ventilete,43821,60968,30,25914,36053,18,1.39,0.029991773416382594,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,NISSAN,Rosario,Aleta/Ventilete,43821,55081,36,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,NISSAN,Rosario,Aleta/Ventilete,43821,51228,36,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,NISSAN,Rosario,Aleta/Ventilete,45136,48330,35,31635,33874,25,1.07,0.030008443440359578,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,NISSAN,Rosario,Aleta/Ventilete,45136,45136,33,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,OPEL,Rosario,Aleta/Ventilete,11460,29819,11,18531,48217,19,2.6,,,-,-,,-
2024-02-01,OPEL,Rosario,Aleta/Ventilete,12033,22923,11,20199,38479,18,1.91,0.050000000000000044,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,OPEL,Rosario,Aleta/Ventilete,12634,21682,12,22219,38129,22,1.72,0.04994598188315469,-0.09947643979057585,-9.95%,4.99%,0.10000495074013571,10.0%
2024-05-01,OPEL,Rosario,Aleta/Ventilete,13266,20080,11,24218,36657,21,1.51,0.05002374544878907,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,OPEL,Rosario,Aleta/Ventilete,13664,19011,9,25914,36053,18,1.39,0.030001507613447886,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,OPEL,Rosario,Aleta/Ventilete,13664,17175,11,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,OPEL,Rosario,Aleta/Ventilete,13664,15974,11,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,OPEL,Rosario,Aleta/Ventilete,13136,14066,10,31635,33874,25,1.07,-0.03864168618266983,-0.08547008547008539,-8.55%,-3.86%,0.08999758811976699,9.0%
2025-08-01,OPEL,Rosario,Aleta/Ventilete,13136,13136,9,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,PEUGEOT,Rosario,Aleta/Ventilete,107886,280716,111,18531,48217,19,2.6,,,-,-,,-
2024-02-01,PEUGEOT,Rosario,Aleta/Ventilete,114267,217683,105,20199,38479,18,1.91,0.05914576497413937,-0.26538461538461544,-26.54%,5.91%,0.090011332361988,9.0%
2024-03-01,PEUGEOT,Rosario,Aleta/Ventilete,120818,207335,120,22219,38129,22,1.72,0.057330637891954916,-0.09947643979057585,-9.95%,5.73%,0.10000495074013571,10.0%
2024-05-01,PEUGEOT,Rosario,Aleta/Ventilete,131287,198718,117,24218,36657,21,1.51,0.08665099571255941,-0.12209302325581395,-12.21%,8.67%,0.0899680453665781,9.0%
2024-07-01,PEUGEOT,Rosario,Aleta/Ventilete,136433,189816,96,25914,36053,18,1.39,0.03919656934806959,-0.07947019867549676,-7.95%,3.92%,0.07003055578495343,7.0%
2024-10-01,PEUGEOT,Rosario,Aleta/Ventilete,137437,172750,114,29023,36481,24,1.26,0.0073589234276165705,-0.09352517985611508,-9.35%,0.74%,0.11997375935787602,12.0%
2025-01-01,PEUGEOT,Rosario,Aleta/Ventilete,137437,160665,112,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,PEUGEOT,Rosario,Aleta/Ventilete,129616,138789,102,31635,33874,25,1.07,-0.056906073328143125,-0.08547008547008539,-8.55%,-5.69%,0.08999758811976699,9.0%
2025-08-01,PEUGEOT,Rosario,Aleta/Ventilete,119001,119001,89,31635,31635,23,1.0,-0.08189575361066537,-0.06542056074766356,-6.54%,-8.19%,0.0,0.0%
2023-12-01,RENAULT,Rosario,Aleta/Ventilete,35222,91648,36,18531,48217,19,2.6,,,-,-,,-
2024-02-01,RENAULT,Rosario,Aleta/Ventilete,36983,70455,34,20199,38479,18,1.91,0.049997160865368206,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,RENAULT,Rosario,Aleta/Ventilete,38833,66640,38,22219,38129,22,1.72,0.05002298353297463,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,RENAULT,Rosario,Aleta/Ventilete,40983,62032,36,24218,36657,21,1.51,0.055365282105425795,-0.12209302325581395,-12.21%,5.54%,0.0899680453665781,9.0%
2024-07-01,RENAULT,Rosario,Aleta/Ventilete,42587,59251,30,25914,36053,18,1.39,0.03913817924505292,-0.07947019867549676,-7.95%,3.91%,0.07003055578495343,7.0%
2024-10-01,RENAULT,Rosario,Aleta/Ventilete,42911,53937,35,29023,36481,24,1.26,0.007607955479371542,-0.09352517985611508,-9.35%,0.76%,0.11997375935787602,12.0%
2025-01-01,RENAULT,Rosario,Aleta/Ventilete,42911,50163,35,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,RENAULT,Rosario,Aleta/Ventilete,44198,47326,34,31635,33874,25,1.07,0.029992309664188754,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,RENAULT,Rosario,Aleta/Ventilete,44198,44198,33,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,SUZUKI,Rosario,Aleta/Ventilete,34266,89160,35,18531,48217,19,2.6,,,-,-,,-
2024-02-01,SUZUKI,Rosario,Aleta/Ventilete,35979,68542,33,20199,38479,18,1.91,0.049991244965855275,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,SUZUKI,Rosario,Aleta/Ventilete,37778,64831,37,22219,38129,22,1.72,0.05000138969954704,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,SUZUKI,Rosario,Aleta/Ventilete,39667,60041,35,24218,36657,21,1.51,0.050002647043252635,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,SUZUKI,Rosario,Aleta/Ventilete,40857,56844,28,25914,36053,18,1.39,0.02999974790127813,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,SUZUKI,Rosario,Aleta/Ventilete,40857,51355,34,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,SUZUKI,Rosario,Aleta/Ventilete,40857,47763,33,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,SUZUKI,Rosario,Aleta/Ventilete,42083,45061,33,31635,33874,25,1.07,0.030007097926915804,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,SUZUKI,Rosario,Aleta/Ventilete,42083,42083,31,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,TOYOTA,Rosario,Aleta/Ventilete,32220,83837,33,18531,48217,19,2.6,,,-,-,,-
2024-02-01,TOYOTA,Rosario,Aleta/Ventilete,33831,64450,31,20199,38479,18,1.91,0.050000000000000044,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,TOYOTA,Rosario,Aleta/Ventilete,34465,59146,34,22219,38129,22,1.72,0.018740208684342674,-0.09947643979057585,-9.95%,1.87%,0.10000495074013571,10.0%
2024-05-01,TOYOTA,Rosario,Aleta/Ventilete,35768,54139,31,24218,36657,21,1.51,0.037806470332221176,-0.12209302325581395,-12.21%,3.78%,0.0899680453665781,9.0%
2024-07-01,TOYOTA,Rosario,Aleta/Ventilete,36972,51438,26,25914,36053,18,1.39,0.03366137329456498,-0.07947019867549676,-7.95%,3.37%,0.07003055578495343,7.0%
2024-10-01,TOYOTA,Rosario,Aleta/Ventilete,36558,45952,30,29495,37074,24,1.26,-0.011197663096397248,-0.09352517985611508,-9.35%,-1.12%,0.13818785212626383,13.82%
2025-01-01,TOYOTA,Rosario,Aleta/Ventilete,36558,42737,30,29495,34480,24,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,TOYOTA,Rosario,Aleta/Ventilete,37655,40320,29,31635,33874,25,1.07,0.030007111986432466,-0.08547008547008539,-8.55%,3.0%,0.07255467028309881,7.26%
2025-08-01,TOYOTA,Rosario,Aleta/Ventilete,37347,37347,28,31635,31635,23,1.0,-0.00817952463152305,-0.06542056074766356,-6.54%,-0.82%,0.0,0.0%
2023-12-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,32935,85696,34,18531,48217,19,2.6,,,-,-,,-
2024-02-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,34581,65879,31,20199,38479,18,1.91,0.04997722787308345,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,36310,62312,36,22219,38129,22,1.72,0.049998554119313976,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,38126,57708,34,24218,36657,21,1.51,0.05001377031120913,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,39270,54636,27,25914,36053,18,1.39,0.030005770340450155,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,39270,49360,32,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,39270,45907,32,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,40448,43311,32,31635,33874,25,1.07,0.029997453526865225,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,VOLKSWAGEN,Rosario,Aleta/Ventilete,40316,40316,30,31635,31635,23,1.0,-0.0032634493670885556,-0.06542056074766356,-6.54%,-0.33%,0.0,0.0%
2023-12-01,AUDI,Rosario,Custodia/Coleta,253144,658673,262,18531,48217,19,2.6,,,-,-,,-
2024-02-01,AUDI,Rosario,Custodia/Coleta,265802,506359,245,20199,38479,18,1.91,0.05000316025661289,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,AUDI,Rosario,Custodia/Coleta,279092,478946,278,22219,38129,22,1.72,0.04999962378010703,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,AUDI,Rosario,Custodia/Coleta,293046,443558,261,24218,36657,21,1.51,0.049997850171269675,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,AUDI,Rosario,Custodia/Coleta,301838,419942,213,25914,36053,18,1.39,0.03000211570879663,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,AUDI,Rosario,Custodia/Coleta,301838,379394,251,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,AUDI,Rosario,Custodia/Coleta,301838,352851,248,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,AUDI,Rosario,Custodia/Coleta,310893,332896,245,31635,33874,25,1.07,0.029999536175034258,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,AUDI,Rosario,Custodia/Coleta,310893,310893,234,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,BMW,Rosario,Custodia/Coleta,107328,279264,111,18531,48217,19,2.6,,,-,-,,-
2024-02-01,BMW,Rosario,Custodia/Coleta,112694,214686,104,20199,38479,18,1.91,0.049996273106738265,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,BMW,Rosario,Custodia/Coleta,118329,203063,118,22219,38129,22,1.72,0.0500026620760643,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,BMW,Rosario,Custodia/Coleta,124245,188059,110,24218,36657,21,1.51,0.0499961970438354,-0.12209302325581395,-12.21%,5.0%,0.0899680453665781,9.0%
2024-07-01,BMW,Rosario,Custodia/Coleta,127973,178046,90,25914,36053,18,1.39,0.03000523159885704,-0.07947019867549676,-7.95%,3.0%,0.07003055578495343,7.0%
2024-10-01,BMW,Rosario,Custodia/Coleta,127973,160855,106,29023,36481,24,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.11997375935787602,12.0%
2025-01-01,BMW,Rosario,Custodia/Coleta,127973,149602,105,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,BMW,Rosario,Custodia/Coleta,131812,141141,104,31635,33874,25,1.07,0.029998515311823626,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,BMW,Rosario,Custodia/Coleta,131812,131812,99,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,CHEVROLET,Rosario,Custodia/Coleta,84422,219664,87,18531,48217,19,2.6,,,-,-,,-
2024-02-01,CHEVROLET,Rosario,Custodia/Coleta,88643,168868,81,20199,38479,18,1.91,0.04999881547463936,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,CHEVROLET,Rosario,Custodia/Coleta,93075,159726,92,22219,38129,22,1.72,0.04999830781900427,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,CHEVROLET,Rosario,Custodia/Coleta,101059,152964,90,24218,36657,21,1.51,0.08578028471662646,-0.12209302325581395,-12.21%,8.58%,0.0899680453665781,9.0%
2024-07-01,CHEVROLET,Rosario,Custodia/Coleta,104426,145286,73,25914,36053,18,1.39,0.033317171157442704,-0.07947019867549676,-7.95%,3.33%,0.07003055578495343,7.0%
2024-10-01,CHEVROLET,Rosario,Custodia/Coleta,104715,131622,87,29023,36481,24,1.26,0.0027675100070863046,-0.09352517985611508,-9.35%,0.28%,0.11997375935787602,12.0%
2025-01-01,CHEVROLET,Rosario,Custodia/Coleta,104715,122413,86,29023,33929,23,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,CHEVROLET,Rosario,Custodia/Coleta,107857,115490,85,31635,33874,25,1.07,0.030005252351620992,-0.08547008547008539,-8.55%,3.0%,0.08999758811976699,9.0%
2025-08-01,CHEVROLET,Rosario,Custodia/Coleta,107857,107857,81,31635,31635,23,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,CITROEN,Rosario,Custodia/Coleta,62024,161386,64,18531,48217,19,2.6,,,-,-,,-
2024-02-01,CITROEN,Rosario,Custodia/Coleta,65125,124066,60,20199,38479,18,1.91,0.04999677544176451,-0.26538461538461544,-26.54%,5.0%,0.090011332361988,9.0%
2024-03-01,CITROEN,Rosario,Custodia/Coleta,68382,117349,68,22219,38129,22,1.72,0.05001151631477918,-0.09947643979057585,-9.95%,5.0%,0.10000495074013571,10.0%
2024-05-01,CITROEN,Rosario,Custodia/Coleta,72107,109142,64,24218,36657,21,1.51,0.05447339943259921,-0.12209302325581395,-12.21%,5.45%,0.0899680453665781,9.0%
