fecha,marca,zona,cristal,precio,precio_ipc,precio_usd,instalacion,instalacion_ipc,instalacion_usd,ipc,var_precio_prom,var_ipc,var_ipc_%,var_precio_prom_%,var_instal_prom,var_instal_prom_%
2024-07-01,FORD,CABA,Aleta/Ventilete,46498,64692,32,23719,33001,16,1.39,0.029992911571858905,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,FORD,CABA,Aleta/Ventilete,46498,58446,38,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,FORD,CABA,Aleta/Ventilete,49166,57476,40,26566,31056,21,1.17,0.057378811991913636,-0.07142857142857151,-7.14%,5.74%,0.0,0.0%
2025-04-01,FORD,CABA,Aleta/Ventilete,48025,51424,37,28957,31006,22,1.07,-0.023207094333482448,-0.08547008547008539,-8.55%,-2.32%,0.09000225852593546,9.0%
2025-08-01,FORD,CABA,Aleta/Ventilete,48025,48025,36,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,HONDA,CABA,Aleta/Ventilete,129746,337595,134,16962,44135,17,2.6,,,-,-,,-
2024-02-01,HONDA,CABA,Aleta/Ventilete,136233,259528,125,18488,35221,17,1.91,0.0499976877899897,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,HONDA,CABA,Aleta/Ventilete,143045,245478,142,20337,34901,20,1.72,0.05000256912789114,-0.09947643979057585,-9.95%,5.0%,0.1000108178277801,10.0%
2024-05-01,HONDA,CABA,Aleta/Ventilete,150197,227340,134,22168,33554,19,1.51,0.04999825229822785,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,HONDA,CABA,Aleta/Ventilete,154703,215236,109,23719,33001,16,1.39,0.03000059921303344,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,HONDA,CABA,Aleta/Ventilete,154703,194454,128,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,HONDA,CABA,Aleta/Ventilete,154703,180850,127,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,HONDA,CABA,Aleta/Ventilete,159344,170622,126,28957,31006,22,1.07,0.029999418240111764,-0.08547008547008539,-8.55%,3.0%,0.09000225852593546,9.0%
2025-08-01,HONDA,CABA,Aleta/Ventilete,159344,159344,119,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,HYUNDAI,CABA,Aleta/Ventilete,63342,164813,65,16962,44135,17,2.6,,,-,-,,-
2024-02-01,HYUNDAI,CABA,Aleta/Ventilete,66509,126701,61,18488,35221,17,1.91,0.0499984212686686,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,HYUNDAI,CABA,Aleta/Ventilete,69834,119842,69,20337,34901,20,1.72,0.04999323399840616,-0.09947643979057585,-9.95%,5.0%,0.1000108178277801,10.0%
2024-05-01,HYUNDAI,CABA,Aleta/Ventilete,73326,110987,65,22168,33554,19,1.51,0.05000429590170974,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,HYUNDAI,CABA,Aleta/Ventilete,75526,105078,53,23719,33001,16,1.39,0.030003000300030003,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,HYUNDAI,CABA,Aleta/Ventilete,75526,94932,62,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,HYUNDAI,CABA,Aleta/Ventilete,75526,88290,62,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,HYUNDAI,CABA,Aleta/Ventilete,77791,83297,61,28957,31006,22,1.07,0.029989672430686065,-0.08547008547008539,-8.55%,3.0%,0.09000225852593546,9.0%
2025-08-01,HYUNDAI,CABA,Aleta/Ventilete,77791,77791,58,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,KIA-ASIA,CABA,Aleta/Ventilete,45482,118344,47,16962,44135,17,2.6,,,-,-,,-
2024-02-01,KIA-ASIA,CABA,Aleta/Ventilete,47757,90978,44,18488,35221,17,1.91,0.0500197880480191,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,KIA-ASIA,CABA,Aleta/Ventilete,50144,86053,50,20337,34901,20,1.72,0.04998220156207478,-0.09947643979057585,-9.95%,5.0%,0.1000108178277801,10.0%
2024-05-01,KIA-ASIA,CABA,Aleta/Ventilete,52652,79694,47,22168,33554,19,1.51,0.05001595405232928,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,KIA-ASIA,CABA,Aleta/Ventilete,54231,75451,38,23719,33001,16,1.39,0.02998936412671882,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,KIA-ASIA,CABA,Aleta/Ventilete,54231,68166,45,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,KIA-ASIA,CABA,Aleta/Ventilete,54231,63397,44,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,KIA-ASIA,CABA,Aleta/Ventilete,55858,59811,44,28957,31006,22,1.07,0.030001290774649192,-0.08547008547008539,-8.55%,3.0%,0.09000225852593546,9.0%
2025-08-01,KIA-ASIA,CABA,Aleta/Ventilete,55858,55858,42,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MERCEDES BENZ,CABA,Aleta/Ventilete,38561,100336,39,16962,44135,17,2.6,,,-,-,,-
2024-02-01,MERCEDES BENZ,CABA,Aleta/Ventilete,40490,77134,37,18488,35221,17,1.91,0.05002463629055254,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,MERCEDES BENZ,CABA,Aleta/Ventilete,42514,72958,42,20337,34901,20,1.72,0.049987651271919065,-0.09947643979057585,-9.95%,5.0%,0.1000108178277801,10.0%
2024-05-01,MERCEDES BENZ,CABA,Aleta/Ventilete,44640,67568,39,22168,33554,19,1.51,0.050007056499035585,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,MERCEDES BENZ,CABA,Aleta/Ventilete,45979,63970,32,23719,33001,16,1.39,0.029995519713261753,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,MERCEDES BENZ,CABA,Aleta/Ventilete,45979,57793,38,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,MERCEDES BENZ,CABA,Aleta/Ventilete,45979,53750,37,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MERCEDES BENZ,CABA,Aleta/Ventilete,47358,50710,37,28957,31006,22,1.07,0.02999195284803924,-0.08547008547008539,-8.55%,3.0%,0.09000225852593546,9.0%
2025-08-01,MERCEDES BENZ,CABA,Aleta/Ventilete,47358,47358,35,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,MITSUBISHI,CABA,Aleta/Ventilete,54547,141932,56,16962,44135,17,2.6,,,-,-,,-
2024-02-01,MITSUBISHI,CABA,Aleta/Ventilete,57275,109111,52,18488,35221,17,1.91,0.05001191632903734,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,MITSUBISHI,CABA,Aleta/Ventilete,60139,103204,60,20337,34901,20,1.72,0.050004364906154564,-0.09947643979057585,-9.95%,5.0%,0.1000108178277801,10.0%
2024-05-01,MITSUBISHI,CABA,Aleta/Ventilete,63146,95578,56,22168,33554,19,1.51,0.05000083140723999,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,MITSUBISHI,CABA,Aleta/Ventilete,65040,90489,45,23719,33001,16,1.39,0.029993982199981062,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,MITSUBISHI,CABA,Aleta/Ventilete,65040,81752,54,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,MITSUBISHI,CABA,Aleta/Ventilete,65040,76033,53,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,MITSUBISHI,CABA,Aleta/Ventilete,66991,71732,53,28957,31006,22,1.07,0.029996924969249772,-0.08547008547008539,-8.55%,3.0%,0.09000225852593546,9.0%
2025-08-01,MITSUBISHI,CABA,Aleta/Ventilete,66991,66991,50,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,NISSAN,CABA,Aleta/Ventilete,41494,107967,42,16962,44135,17,2.6,,,-,-,,-
2024-02-01,NISSAN,CABA,Aleta/Ventilete,43569,83000,40,18488,35221,17,1.91,0.05000722996095819,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,NISSAN,CABA,Aleta/Ventilete,45747,78507,45,20337,34901,20,1.72,0.049989671555463744,-0.09947643979057585,-9.95%,5.0%,0.1000108178277801,10.0%
2024-05-01,NISSAN,CABA,Aleta/Ventilete,48035,72706,42,22168,33554,19,1.51,0.050014208581983466,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,NISSAN,CABA,Aleta/Ventilete,49476,68835,34,23719,33001,16,1.39,0.029998959092328414,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,NISSAN,CABA,Aleta/Ventilete,49476,62188,41,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,NISSAN,CABA,Aleta/Ventilete,49476,57838,40,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
2025-04-01,NISSAN,CABA,Aleta/Ventilete,50960,54567,40,28957,31006,22,1.07,0.029994340690435717,-0.08547008547008539,-8.55%,3.0%,0.09000225852593546,9.0%
2025-08-01,NISSAN,CABA,Aleta/Ventilete,50960,50960,38,28957,28957,21,1.0,0.0,-0.06542056074766356,-6.54%,0.0%,0.0,0.0%
2023-12-01,OPEL,CABA,Aleta/Ventilete,12938,33666,13,16962,44135,17,2.6,,,-,-,,-
2024-02-01,OPEL,CABA,Aleta/Ventilete,13585,25881,12,18488,35221,17,1.91,0.05000772916988705,-0.26538461538461544,-26.54%,5.0%,0.0899658059191133,9.0%
2024-03-01,OPEL,CABA,Aleta/Ventilete,14265,24480,14,20337,34901,20,1.72,0.05005520794994478,-0.09947643979057585,-9.95%,5.01%,0.1000108178277801,10.0%
2024-05-01,OPEL,CABA,Aleta/Ventilete,14978,22671,13,22168,33554,19,1.51,0.04998247458815275,-0.12209302325581395,-12.21%,5.0%,0.09003294487879243,9.0%
2024-07-01,OPEL,CABA,Aleta/Ventilete,15427,21464,10,23719,33001,16,1.39,0.02997730004005872,-0.07947019867549676,-7.95%,3.0%,0.06996571634788884,7.0%
2024-10-01,OPEL,CABA,Aleta/Ventilete,15427,19391,12,26566,33392,22,1.26,0.0,-0.09352517985611508,-9.35%,0.0%,0.1200303554112736,12.0%
2025-01-01,OPEL,CABA,Aleta/Ventilete,15427,18035,12,26566,31056,21,1.17,0.0,-0.07142857142857151,-7.14%,0.0%,0.0,0.0%
