año_mes,tva,tipo_costo,valor_costo_hist,var_costo_hist,ipc,valor_costo_ipc,usd_blue,valor_costo_usd,var_costo_usd,ipc_empalme_ipim,var_ipc
2023-01-01,auto,cm_hs_chapa,2883,,8.91,25678,366,7.88,,1202,
2023-02-01,auto,cm_hs_chapa,2997,0.04,8.35,25034,375,7.99,0.01,1282,0.07
2023-03-01,auto,cm_hs_chapa,3201,0.07,7.76,24832,380,8.42,0.05,1381,0.08
2023-04-01,auto,cm_hs_chapa,3368,0.05,7.16,24102,419,8.04,-0.05,1497,0.08
2023-05-01,auto,cm_hs_chapa,3582,0.06,6.64,23785,477,7.51,-0.07,1613,0.08
2023-06-01,auto,cm_hs_chapa,3800,0.06,6.27,23815,487,7.8,0.04,1709,0.06
2023-07-01,auto,cm_hs_chapa,4163,0.1,5.89,24534,516,8.07,0.03,1818,0.06
2023-08-01,auto,cm_hs_chapa,4428,0.06,5.24,23208,646,6.85,-0.15,2044,0.12
2023-09-01,auto,cm_hs_chapa,4880,0.1,4.65,22685,733,6.66,-0.03,2304,0.13
2023-10-01,auto,cm_hs_chapa,5234,0.07,4.29,22465,912,5.74,-0.14,2496,0.08
2023-11-01,auto,cm_hs_chapa,5822,0.11,3.8,22151,931,6.25,0.09,2816,0.13
2023-12-01,auto,cm_hs_chapa,6647,0.14,3.03,20157,965,6.89,0.1,3533,0.25
2024-01-01,auto,cm_hs_chapa,8178,0.23,2.51,20561,1141,7.17,0.04,4261,0.21
2024-02-01,auto,cm_hs_chapa,9552,0.17,2.22,21208,1081,8.84,0.23,4825,0.13
2024-03-01,auto,cm_hs_chapa,10439,0.09,2.0,20878,1001,10.43,0.18,5357,0.11
2024-04-01,auto,cm_hs_chapa,10808,0.04,1.84,19862,1004,10.76,0.03,5830,0.09
2024-05-01,auto,cm_hs_chapa,12680,0.17,1.76,22368,1119,11.33,0.05,6073,0.04
2024-06-01,auto,cm_hs_chapa,12201,-0.04,1.69,20581,1278,9.55,-0.16,6351,0.05
2024-07-01,auto,cm_hs_chapa,15120,0.24,1.62,24517,1416,10.68,0.12,6607,0.04
2024-08-01,auto,cm_hs_chapa,16309,0.08,1.56,25386,1340,12.17,0.14,6883,0.04
2024-09-01,auto,cm_hs_chapa,16890,0.04,1.5,25409,1243,13.59,0.12,7122,0.03
2024-10-01,auto,cm_hs_chapa,17622,0.04,1.46,25815,1201,14.67,0.08,7313,0.03
2024-11-01,auto,cm_hs_chapa,18674,0.06,1.43,26708,1124,16.61,0.13,7491,0.02
2024-12-01,auto,cm_hs_chapa,19017,0.02,1.39,26482,1105,17.21,0.04,7694,0.03
2025-01-01,auto,cm_hs_chapa,20136,0.06,1.36,27434,1216,16.56,-0.04,7864,0.02
2025-02-01,auto,cm_hs_chapa,19054,-0.05,1.33,25351,1212,15.72,-0.05,8052,0.02
2025-03-01,auto,cm_hs_chapa,22571,0.18,1.28,28951,1251,18.04,0.15,8353,0.04
2025-04-01,auto,cm_hs_chapa,22138,-0.02,1.25,27627,1263,17.53,-0.03,8585,0.03
2025-05-01,auto,cm_hs_chapa,22794,0.03,1.23,28025,1162,19.62,0.12,8714,0.02
2025-06-01,auto,cm_hs_chapa,23618,0.04,1.21,28576,1181,20.0,0.02,8855,0.02
2025-07-01,auto,cm_hs_chapa,24603,0.04,1.19,29212,1282,19.19,-0.04,9023,0.02
2025-08-01,auto,cm_hs_chapa,25511,0.04,1.17,29732,1329,19.2,0.0,9193,0.02
2025-09-01,auto,cm_hs_chapa,25763,0.01,1.14,29416,1406,18.32,-0.05,9384,0.02
2025-10-01,auto,cm_hs_chapa,26562,0.03,1.12,29634,1462,18.17,-0.01,9603,0.02
2025-11-01,auto,cm_hs_chapa,27132,0.02,1.09,29539,1426,19.02,0.05,9841,0.02
2025-12-01,auto,cm_hs_chapa,28060,0.03,1.06,29705,1446,19.39,0.02,10121,0.03
2026-01-01,auto,cm_hs_chapa,28626,0.02,1.03,29455,1448,19.77,0.02,10413,0.03
2026-02-01,auto,cm_hs_chapa,29132,0.02,1.0,29132,1409,20.66,0.05,10714,0.03
2023-01-01,auto,cm_hs_elect,4442,,8.91,39563,366,12.14,,1202,
2023-02-01,auto,cm_hs_elect,4167,-0.06,8.35,34807,375,11.11,-0.08,1282,0.07
2023-03-01,auto,cm_hs_elect,4185,0.0,7.76,32465,380,11.01,-0.01,1381,0.08
2023-04-01,auto,cm_hs_elect,6396,0.53,7.16,45772,419,15.26,0.39,1497,0.08
2023-05-01,auto,cm_hs_elect,4900,-0.23,6.64,32537,477,10.27,-0.33,1613,0.08
2023-06-01,auto,cm_hs_elect,5696,0.16,6.27,35698,487,11.7,0.14,1709,0.06
2023-07-01,auto,cm_hs_elect,5030,-0.12,5.89,29643,516,9.75,-0.17,1818,0.06
2023-08-01,auto,cm_hs_elect,5531,0.1,5.24,28989,646,8.56,-0.12,2044,0.12
2023-09-01,auto,cm_hs_elect,6698,0.21,4.65,31136,733,9.14,0.07,2304,0.13
2023-10-01,auto,cm_hs_elect,8491,0.27,4.29,36445,912,9.31,0.02,2496,0.08
2023-11-01,auto,cm_hs_elect,8295,-0.02,3.8,31561,931,8.91,-0.04,2816,0.13
2023-12-01,auto,cm_hs_elect,9560,0.15,3.03,28991,965,9.91,0.11,3533,0.25
2024-01-01,auto,cm_hs_elect,10035,0.05,2.51,25230,1141,8.79,-0.11,4261,0.21
2024-02-01,auto,cm_hs_elect,10607,0.06,2.22,23550,1081,9.81,0.12,4825,0.13
2024-03-01,auto,cm_hs_elect,12873,0.21,2.0,25747,1001,12.86,0.31,5357,0.11
2024-04-01,auto,cm_hs_elect,14375,0.12,1.84,26417,1004,14.32,0.11,5830,0.09
2024-05-01,auto,cm_hs_elect,17138,0.19,1.76,30233,1119,15.32,0.07,6073,0.04
2024-06-01,auto,cm_hs_elect,16108,-0.06,1.69,27172,1278,12.6,-0.18,6351,0.05
2024-07-01,auto,cm_hs_elect,17823,0.11,1.62,28900,1416,12.59,-0.0,6607,0.04
2024-08-01,auto,cm_hs_elect,25863,0.45,1.56,40257,1340,19.3,0.53,6883,0.04
2024-09-01,auto,cm_hs_elect,16848,-0.35,1.5,25345,1243,13.55,-0.3,7122,0.03
2024-10-01,auto,cm_hs_elect,21485,0.28,1.46,31474,1201,17.89,0.32,7313,0.03
2024-11-01,auto,cm_hs_elect,21433,-0.0,1.43,30654,1124,19.07,0.07,7491,0.02
2024-12-01,auto,cm_hs_elect,20457,-0.05,1.39,28488,1105,18.51,-0.03,7694,0.03
2025-01-01,auto,cm_hs_elect,26191,0.28,1.36,35684,1216,21.54,0.16,7864,0.02
2025-02-01,auto,cm_hs_elect,30916,0.18,1.33,41134,1212,25.51,0.18,8052,0.02
2025-03-01,auto,cm_hs_elect,32735,0.06,1.28,41988,1251,26.17,0.03,8353,0.04
2025-04-01,auto,cm_hs_elect,27570,-0.16,1.25,34406,1263,21.83,-0.17,8585,0.03
2025-05-01,auto,cm_hs_elect,32585,0.18,1.23,40063,1162,28.04,0.28,8714,0.02
2025-06-01,auto,cm_hs_elect,33211,0.02,1.21,40183,1181,28.12,0.0,8855,0.02
2025-07-01,auto,cm_hs_elect,40217,0.21,1.19,47751,1282,31.37,0.12,9023,0.02
2025-08-01,auto,cm_hs_elect,37148,-0.08,1.17,43295,1329,27.95,-0.11,9193,0.02
2025-09-01,auto,cm_hs_elect,32623,-0.12,1.14,37249,1406,23.2,-0.17,9384,0.02
2025-10-01,auto,cm_hs_elect,27631,-0.15,1.12,30827,1462,18.9,-0.19,9603,0.02
2025-11-01,auto,cm_hs_elect,29295,0.06,1.09,31894,1426,20.53,0.09,9841,0.02
2025-12-01,auto,cm_hs_elect,32854,0.12,1.06,34780,1446,22.71,0.11,10121,0.03
2026-01-01,auto,cm_hs_elect,33882,0.03,1.03,34863,1448,23.4,0.03,10413,0.03
2026-02-01,auto,cm_hs_elect,34634,0.02,1.0,34634,1409,24.56,0.05,10714,0.03
2023-01-01,auto,cm_hs_mec,3546,,8.91,31583,366,9.69,,1202,
2023-02-01,auto,cm_hs_mec,3913,0.1,8.35,32685,375,10.43,0.08,1282,0.07
2023-03-01,auto,cm_hs_mec,4161,0.06,7.76,32279,380,10.95,0.05,1381,0.08
2023-04-01,auto,cm_hs_mec,4325,0.04,7.16,30951,419,10.32,-0.06,1497,0.08
2023-05-01,auto,cm_hs_mec,4782,0.11,6.64,31753,477,10.03,-0.03,1613,0.08
2023-06-01,auto,cm_hs_mec,5120,0.07,6.27,32088,487,10.51,0.05,1709,0.06
2023-07-01,auto,cm_hs_mec,5358,0.05,5.89,31576,516,10.38,-0.01,1818,0.06
2023-08-01,auto,cm_hs_mec,6125,0.14,5.24,32102,646,9.48,-0.09,2044,0.12
2023-09-01,auto,cm_hs_mec,6798,0.11,4.65,31601,733,9.27,-0.02,2304,0.13
2023-10-01,auto,cm_hs_mec,7442,0.09,4.29,31942,912,8.16,-0.12,2496,0.08
2023-11-01,auto,cm_hs_mec,8544,0.15,3.8,32508,931,9.18,0.12,2816,0.13
2023-12-01,auto,cm_hs_mec,721,-0.92,3.03,2186,965,0.75,-0.92,3533,0.25
2024-01-01,auto,cm_hs_mec,10994,14.25,2.51,27641,1141,9.64,11.9,4261,0.21
2024-02-01,auto,cm_hs_mec,12888,0.17,2.22,28615,1081,11.92,0.24,4825,0.13
2024-03-01,auto,cm_hs_mec,13887,0.08,2.0,27775,1001,13.87,0.16,5357,0.11
2024-04-01,auto,cm_hs_mec,15857,0.14,1.84,29141,1004,15.79,0.14,5830,0.09
2024-05-01,auto,cm_hs_mec,17280,0.09,1.76,30483,1119,15.44,-0.02,6073,0.04
2024-06-01,auto,cm_hs_mec,18463,0.07,1.69,31144,1278,14.45,-0.06,6351,0.05
2024-07-01,auto,cm_hs_mec,20886,0.13,1.62,33867,1416,14.75,0.02,6607,0.04
2024-08-01,auto,cm_hs_mec,712,-0.97,1.56,1108,1340,0.53,-0.96,6883,0.04
2024-09-01,auto,cm_hs_mec,22165,30.13,1.5,33344,1243,17.83,32.56,7122,0.03
2024-10-01,auto,cm_hs_mec,23786,0.07,1.46,34845,1201,19.81,0.11,7313,0.03
2024-11-01,auto,cm_hs_mec,24782,0.04,1.43,35444,1124,22.05,0.11,7491,0.02
2024-12-01,auto,cm_hs_mec,25094,0.01,1.39,34945,1105,22.71,0.03,7694,0.03
2025-01-01,auto,cm_hs_mec,26364,0.05,1.36,35920,1216,21.68,-0.05,7864,0.02
2025-02-01,auto,cm_hs_mec,27242,0.03,1.33,36245,1212,22.48,0.04,8052,0.02
2025-03-01,auto,cm_hs_mec,27995,0.03,1.28,35908,1251,22.38,-0.0,8353,0.04
2025-04-01,auto,cm_hs_mec,30695,0.1,1.25,38306,1263,24.3,0.09,8585,0.03
2025-05-01,auto,cm_hs_mec,31554,0.03,1.23,38796,1162,27.15,0.12,8714,0.02
2025-06-01,auto,cm_hs_mec,33496,0.06,1.21,40527,1181,28.36,0.04,8855,0.02
2025-07-01,auto,cm_hs_mec,33237,-0.01,1.19,39463,1282,25.93,-0.09,9023,0.02
2025-08-01,auto,cm_hs_mec,35442,0.07,1.17,41307,1329,26.67,0.03,9193,0.02
2025-09-01,auto,cm_hs_mec,36856,0.04,1.14,42081,1406,26.21,-0.02,9384,0.02
2025-10-01,auto,cm_hs_mec,37319,0.01,1.12,41636,1462,25.53,-0.03,9603,0.02
2025-11-01,auto,cm_hs_mec,36236,-0.03,1.09,39451,1426,25.4,-0.01,9841,0.02
2025-12-01,auto,cm_hs_mec,38770,0.07,1.06,41042,1446,26.8,0.06,10121,0.03
2026-01-01,auto,cm_hs_mec,1879,-0.95,1.03,1933,1448,1.3,-0.95,10413,0.03
2026-02-01,auto,cm_hs_mec,40028,20.3,1.0,40028,1409,28.39,20.88,10714,0.03
2023-01-01,auto,cm_hs_pint,2904,,8.91,25865,366,7.93,,1202,
2023-02-01,auto,cm_hs_pint,3047,0.05,8.35,25451,375,8.13,0.02,1282,0.07
2023-03-01,auto,cm_hs_pint,3226,0.06,7.76,25026,380,8.49,0.04,1381,0.08
2023-04-01,auto,cm_hs_pint,3402,0.05,7.16,24345,419,8.12,-0.04,1497,0.08
2023-05-01,auto,cm_hs_pint,3645,0.07,6.64,24203,477,7.64,-0.06,1613,0.08
2023-06-01,auto,cm_hs_pint,3916,0.07,6.27,24542,487,8.04,0.05,1709,0.06
2023-07-01,auto,cm_hs_pint,4305,0.1,5.89,25370,516,8.34,0.04,1818,0.06
2023-08-01,auto,cm_hs_pint,4681,0.09,5.24,24534,646,7.25,-0.13,2044,0.12
2023-09-01,auto,cm_hs_pint,5188,0.11,4.65,24116,733,7.08,-0.02,2304,0.13
2023-10-01,auto,cm_hs_pint,5722,0.1,4.29,24560,912,6.27,-0.11,2496,0.08
2023-11-01,auto,cm_hs_pint,6402,0.12,3.8,24358,931,6.88,0.1,2816,0.13
2023-12-01,auto,cm_hs_pint,7226,0.13,3.03,21913,965,7.49,0.09,3533,0.25
2024-01-01,auto,cm_hs_pint,8150,0.13,2.51,20491,1141,7.14,-0.05,4261,0.21
2024-02-01,auto,cm_hs_pint,9495,0.17,2.22,21081,1081,8.78,0.23,4825,0.13
2024-03-01,auto,cm_hs_pint,10734,0.13,2.0,21468,1001,10.72,0.22,5357,0.11
2024-04-01,auto,cm_hs_pint,12051,0.12,1.84,22146,1004,12.0,0.12,5830,0.09
2024-05-01,auto,cm_hs_pint,13162,0.09,1.76,23219,1119,11.76,-0.02,6073,0.04
2024-06-01,auto,cm_hs_pint,14204,0.08,1.69,23960,1278,11.11,-0.06,6351,0.05
2024-07-01,auto,cm_hs_pint,15208,0.07,1.62,24660,1416,10.74,-0.03,6607,0.04
2024-08-01,auto,cm_hs_pint,16131,0.06,1.56,25109,1340,12.04,0.12,6883,0.04
2024-09-01,auto,cm_hs_pint,17096,0.06,1.5,25719,1243,13.75,0.14,7122,0.03
2024-10-01,auto,cm_hs_pint,17839,0.04,1.46,26133,1201,14.85,0.08,7313,0.03
2024-11-01,auto,cm_hs_pint,18688,0.05,1.43,26728,1124,16.63,0.12,7491,0.02
2024-12-01,auto,cm_hs_pint,19145,0.02,1.39,26661,1105,17.33,0.04,7694,0.03
2025-01-01,auto,cm_hs_pint,20029,0.05,1.36,27288,1216,16.47,-0.05,7864,0.02
2025-02-01,auto,cm_hs_pint,20879,0.04,1.33,27779,1212,17.23,0.05,8052,0.02
2025-03-01,auto,cm_hs_pint,21974,0.05,1.28,28185,1251,17.57,0.02,8353,0.04
2025-04-01,auto,cm_hs_pint,22580,0.03,1.25,28179,1263,17.88,0.02,8585,0.03
2025-05-01,auto,cm_hs_pint,23394,0.04,1.23,28763,1162,20.13,0.13,8714,0.02
2025-06-01,auto,cm_hs_pint,24071,0.03,1.21,29124,1181,20.38,0.01,8855,0.02
2025-07-01,auto,cm_hs_pint,24826,0.03,1.19,29477,1282,19.37,-0.05,9023,0.02
2025-08-01,auto,cm_hs_pint,26009,0.05,1.17,30313,1329,19.57,0.01,9193,0.02
2025-09-01,auto,cm_hs_pint,26174,0.01,1.14,29885,1406,18.62,-0.05,9384,0.02
2025-10-01,auto,cm_hs_pint,26690,0.02,1.12,29777,1462,18.26,-0.02,9603,0.02
2025-11-01,auto,cm_hs_pint,27195,0.02,1.09,29608,1426,19.06,0.04,9841,0.02
2025-12-01,auto,cm_hs_pint,27989,0.03,1.06,29630,1446,19.35,0.01,10121,0.03
2026-01-01,auto,cm_hs_pint,28852,0.03,1.03,29687,1448,19.92,0.03,10413,0.03
2026-02-01,auto,cm_hs_pint,29326,0.02,1.0,29326,1409,20.8,0.04,10714,0.03
2023-01-01,auto,cm_hs_total,2914,,8.91,25954,366,7.96,,1202,
2023-02-01,auto,cm_hs_total,3038,0.04,8.35,25376,375,8.1,0.02,1282,0.07
2023-03-01,auto,cm_hs_total,3229,0.06,7.76,25049,380,8.5,0.05,1381,0.08
2023-04-01,auto,cm_hs_total,3408,0.06,7.16,24388,419,8.13,-0.04,1497,0.08
2023-05-01,auto,cm_hs_total,3640,0.07,6.64,24170,477,7.63,-0.06,1613,0.08
2023-06-01,auto,cm_hs_total,3889,0.07,6.27,24373,487,7.99,0.05,1709,0.06
2023-07-01,auto,cm_hs_total,4255,0.09,5.89,25076,516,8.25,0.03,1818,0.06
2023-08-01,auto,cm_hs_total,4570,0.07,5.24,23952,646,7.07,-0.14,2044,0.12
2023-09-01,auto,cm_hs_total,5023,0.1,4.65,23349,733,6.85,-0.03,2304,0.13
2023-10-01,auto,cm_hs_total,5457,0.09,4.29,23422,912,5.98,-0.13,2496,0.08
2023-11-01,auto,cm_hs_total,6493,0.19,3.8,24704,931,6.97,0.17,2816,0.13
2023-12-01,auto,cm_hs_total,4670,-0.28,3.03,14162,965,4.84,-0.31,3533,0.25
2024-01-01,auto,cm_hs_total,8251,0.77,2.51,20745,1141,7.23,0.49,4261,0.21
2024-02-01,auto,cm_hs_total,9637,0.17,2.22,21396,1081,8.91,0.23,4825,0.13
2024-03-01,auto,cm_hs_total,10631,0.1,2.0,21262,1001,10.62,0.19,5357,0.11
2024-04-01,auto,cm_hs_total,11375,0.07,1.84,20904,1004,11.33,0.07,5830,0.09
2024-05-01,auto,cm_hs_total,12995,0.14,1.76,22924,1119,11.61,0.03,6073,0.04
2024-06-01,auto,cm_hs_total,13052,0.0,1.69,22017,1278,10.21,-0.12,6351,0.05
2024-07-01,auto,cm_hs_total,15348,0.18,1.62,24887,1416,10.84,0.06,6607,0.04
2024-08-01,auto,cm_hs_total,7098,-0.54,1.56,11048,1340,5.3,-0.51,6883,0.04
2024-09-01,auto,cm_hs_total,17085,1.41,1.5,25702,1243,13.74,1.59,7122,0.03
2024-10-01,auto,cm_hs_total,17902,0.05,1.46,26225,1201,14.91,0.08,7313,0.03
2024-11-01,auto,cm_hs_total,18846,0.05,1.43,26954,1124,16.77,0.12,7491,0.02
2024-12-01,auto,cm_hs_total,19259,0.02,1.39,26819,1105,17.43,0.04,7694,0.03
2025-01-01,auto,cm_hs_total,20319,0.06,1.36,27684,1216,16.71,-0.04,7864,0.02
2025-02-01,auto,cm_hs_total,19347,-0.05,1.33,25741,1212,15.96,-0.04,8052,0.02
2025-03-01,auto,cm_hs_total,22516,0.16,1.28,28880,1251,18.0,0.13,8353,0.04
2025-04-01,auto,cm_hs_total,22504,-0.0,1.25,28084,1263,17.82,-0.01,8585,0.03
